Unnamed: 0,text,humor,pred,result,good,bad,accuracy
68,Stars will create the Goldilocks conditions for crossing two new thresholds.,,False,bad,,,
69,"When very large stars die, they create temperatures so high that protons begin to fuse in all sorts of exotic combinations, to form all the elements of the periodic table.",,False,bad,,,
70,"If, like me, you're wearing a gold ring, it was forged in a supernova explosion.",,True,bad,,,
71,So now the universe is chemically more complex.,,False,bad,,,
72,"And in a chemically more complex universe, it's possible to make more things.",,False,bad,,,
73,"And what starts happening is that, around young suns, young stars, all these elements combine, they swirl around, the energy of the star stirs them around, they form particles, they form snowflakes, they form little dust motes, they form rocks, they form asteroids, and eventually, they form planets and moons.",,False,bad,,,
74,"And that is how our solar system was formed, four and a half billion years ago.",,False,bad,,,
75,Rocky planets like our Earth are significantly more complex than stars because they contain a much greater diversity of materials.,,False,bad,,,
76,So we've crossed a fourth threshold of complexity.,,False,bad,,,
77,"Now, the going gets tougher.",,False,bad,,,
78,"The next stage introduces entities that are significantly more fragile, significantly more vulnerable, but they're also much more creative and much more capable of generating further complexity.",,False,bad,,,
79,"I'm talking, of course, about living organisms.",,False,bad,,,
80,Living organisms are created by chemistry.,,False,bad,,,
81,We are huge packages of chemicals.,,False,bad,,,
82,"So, chemistry is dominated by the electromagnetic force.",,False,bad,,,
83,"That operates over smaller scales than gravity, which explains why you and I are smaller than stars or planets.",,True,bad,,,
84,"Now, what are the ideal conditions for chemistry?",,False,bad,,,
85,What are the Goldilocks conditions?,,True,bad,,,
86,"Well, first, you need energy, but not too much.",,False,bad,,,
87,"In the center of a star, there's so much energy that any atoms that combine will just get busted apart again.",,False,bad,,,
88,But not too little.,,False,bad,,,
89,"In intergalactic space, there's so little energy that atoms can't combine.",,False,bad,,,
90,"What you want is just the right amount, and planets, it turns out, are just right, because they're close to stars, but not too close.",,False,bad,,,
91,"You also need a great diversity of chemical elements, and you need liquids, such as water.",,False,bad,,,
92,Why?,,False,bad,,,
93,"Well, in gases, atoms move past each other so fast that they can't hitch up.",,False,bad,,,
94,"In solids, atoms are stuck together, they can't move.",,False,bad,,,
95,"In liquids, they can cruise and cuddle and link up to form molecules.",,False,bad,,,
96,"Now, where do you find such Goldilocks conditions?",,True,bad,,,
97,"Well, planets are great, and our early Earth was almost perfect.",,False,bad,,,
98,It was just the right distance from its star to contain huge oceans of liquid water.,,False,bad,,,
99,"And deep beneath those oceans, at cracks in the Earth's crust, you've got heat seeping up from inside the Earth, and you've got a great diversity of elements.",,False,bad,,,
100,"So at those deep oceanic vents, fantastic chemistry began to happen, and atoms combined in all sorts of exotic combinations.",,False,bad,,,
101,"But of course, life is more than just exotic chemistry.",,False,bad,,,
102,How do you stabilize those huge molecules that seem to be viable?,,False,bad,,,
103,"Well, it's here that life introduces an entirely new trick.",,False,bad,,,
104,"You don't stabilize the individual; you stabilize the template, the thing that carries information, and you allow the template to copy itself.",,False,bad,,,
105,"And DNA, of course, is the beautiful molecule that contains that information.",,False,bad,,,
106,You'll be familiar with the double helix of DNA.,,False,bad,,,
107,Each rung contains information.,,False,bad,,,
108,"So, DNA contains information about how to make living organisms.",,False,bad,,,
109,And DNA also copies itself.,,False,bad,,,
110,"So, it copies itself and scatters the templates through the ocean.",,False,bad,,,
111,So the information spreads.,,False,bad,,,
112,Notice that information has become part of our story.,,False,bad,,,
113,The real beauty of DNA though is in its imperfections.,,False,bad,,,
114,"As it copies itself, once in every billion rungs, there tends to be an error.",,False,bad,,,
115,"And what that means is that DNA is, in effect, learning.",,False,bad,,,
116,It's accumulating new ways of making living organisms because some of those errors work.,,False,bad,,,
117,So DNA's learning and it's building greater diversity and greater complexity.,,False,bad,,,
118,And we can see this happening over the last four billion years.,,False,bad,,,
119,"For most of that time of life on Earth, living organisms have been relatively simple - single cells.",,False,bad,,,
120,"But they had great diversity, and, inside, great complexity.",,False,bad,,,
121,"Then from about 600 to 800 million years ago, multi-celled organisms appear.",,False,bad,,,
122,"You get fungi, you get fish, you get plants, you get amphibia, you get reptiles, and then, of course, you get the dinosaurs.",,False,bad,,,
123,"And occasionally, there are disasters.",,False,bad,,,
124,"Sixty-five million years ago, an asteroid landed on Earth near the Yucatan Peninsula, creating conditions equivalent to those of a nuclear war, and the dinosaurs were wiped out.",,False,bad,,,
125,"Terrible news for the dinosaurs, but great news for our mammalian ancestors, who flourished in the niches left empty by the dinosaurs.",,False,bad,,,
126,And we human beings are part of that creative evolutionary pulse that began 65 million years ago with the landing of an asteroid.,,False,bad,,,
127,"Humans appeared about 200,000 years ago.",,False,bad,,,
128,And I believe we count as a threshold in this great story.,,False,bad,,,
129,Let me explain why.,,False,bad,,,
130,"We've seen that DNA learns in a sense, it accumulates information.",,False,bad,,,
131,But it is so slow.,,False,bad,,,
132,"DNA accumulates information through random errors, some of which just happen to work.",,False,bad,,,
133,"But DNA had actually generated a faster way of learning: it had produced organisms with brains, and those organisms can learn in real time.",,False,bad,,,
134,"They accumulate information, they learn.",,False,bad,,,
135,"The sad thing is, when they die, the information dies with them.",,False,bad,,,
136,Now what makes humans different is human language.,,False,bad,,,
137,"We are blessed with a language, a system of communication, so powerful and so precise that we can share what we've learned with such precision that it can accumulate in the collective memory.",,False,bad,,,
138,"And that means it can outlast the individuals who learned that information, and it can accumulate from generation to generation.",,False,bad,,,
139,"And that's why, as a species, we're so creative and so powerful, and that's why we have a history.",,False,bad,,,
140,We seem to be the only species in four billion years to have this gift.,,False,bad,,,
141,I call this ability collective learning.,,False,bad,,,
142,It's what makes us different.,,False,bad,,,
143,We can see it at work in the earliest stages of human history.,,False,bad,,,
144,"We evolved as a species in the savanna lands of Africa, but then you see humans migrating into new environments, into desert lands, into jungles, into the Ice Age tundra of Siberia - tough, tough environment - into the Americas, into Australasia.",,False,bad,,,
145,"Each migration involved learning - learning new ways of exploiting the environment, new ways of dealing with their surroundings.",,False,bad,,,
146,"Then 10,000 years ago, exploiting a sudden change in global climate with the end of the last ice age, humans learned to farm.",,False,bad,,,
147,Farming was an energy bonanza.,,False,bad,,,
