Unnamed: 0,text,humor,pred,result,good,bad,precision,accuracy,recall,F1
128,The same is true in dimensions fifty-six and sixty-one.,False,False,good,,,,,,
129,"So does that mean if I was an object living in a sixty-one dimensional universe, it's a little bit more boring than some of the other ones?",True,False,bad,,,,,,
130,"That's right, yes, these are the boring dimensions, you don't have exotic spheres.",True,False,bad,,,,,,
131,"Although you do have some other exotic objects in these dimensions, just not spheres.",False,False,good,,,,,,
132,These numbers seem so arbitrary.,False,False,good,,,,,,
133,I assume it's impossible for someone to easily explain why it's certain numbers that are boring and other ones that are hyper exotic.,False,False,good,,,,,,
134,"These numbers are hard to compute, does a whole story involving Bernoulli numbers and homotopic groups of spheres.",False,False,good,,,,,,
135,The most interesting thing about them is that we can compute them in any dimension except in dimension four.,False,False,good,,,,,,
136,That's where I left question mark.,False,False,good,,,,,,
137,That's the biggest mystery.,False,False,good,,,,,,
138,It's one of the most famous open problems in topology.,False,False,good,,,,,,
139,"It's called the four-dimensional smooth-point-correct conjecture, which says that there are no exotic spheres in dimension four.",False,False,good,,,,,,
140,But we don't know that for sure yet.,False,False,good,,,,,,
141,We don't know.,False,False,good,,,,,,
142,There are examples of objects that are smooth and you can deform them into the ordinary four-dimensional sphere by introducing corners.,False,False,good,,,,,,
143,But people don't know if you can do that smoothly or not.,False,False,good,,,,,,
144,I have also looked for exotic four-dimensional sphere myself and I couldn't find any.,False,False,good,,,,,,
145,"If you did, would you become a very famous mathematician?",False,False,good,,,,,,
146,Absolutely.,False,False,good,,,,,,
147,Is it not like a millennium problem?,False,False,good,,,,,,
148,Is it anything or is it?,False,False,good,,,,,,
149,"No, there was a similar conjecture in dimension three, the Poin-correct conjecture.",False,False,good,,,,,,
150,That was the one problem in topology among my millennium problems that was solved by Peralman in 2003.,False,False,good,,,,,,
151,And I think now the most famous remaining open problem in topology is this one about dimension four.,False,False,good,,,,,,
152,But it hasn't yet made it to the list of millennium problems.,False,False,good,,,,,,
153,"Professor, don't waste your time making numberphile videos.",True,True,good,,,,,,
154,You need to go upstairs and solve this problem.,True,False,bad,,,,,,
155,"Numberphile videos are important, too.",True,False,bad,,,,,,
156,All right.,False,False,good,,,,,,
157,So why is dimension four so difficult?,False,False,good,,,,,,
158,Good question.,False,False,good,,,,,,
159,"Well, it's more difficult than the lower dimensions.",False,False,good,,,,,,
160,"One, two, three becomes in those dimensions we can see things.",False,False,good,,,,,,
161,And there are also geometric techniques that mathematicians use to study shapes in these dimensions.,False,False,good,,,,,,
162,"What's interesting is that it's also simpler than dimensions five, six, and greater.",False,False,good,,,,,,
163,And the reason for that is a trick about separating disks.,False,False,good,,,,,,
164,"To explain it, let me say one way in which topologists distinguish between shapes.",False,False,good,,,,,,
165,"If I have a lasso and I throw it somewhere on the plane or even on the surface of the earth, which is a sphere, it would surround a region.",False,False,good,,,,,,
166,So I could just contract it into a blob around a little point.,False,False,good,,,,,,
167,"But if I have the same lasso and I would put it around the surface around the hole in a donut, then I wouldn't be able to contract it without breaking the donut.",False,False,good,,,,,,
168,And that's one way you can tell the donut apart from the sphere.,False,False,good,,,,,,
169,"So to study these objects, mathematicians are looking at loops and how you contract them.",False,False,good,,,,,,
170,And the contraction spans a disk.,False,False,good,,,,,,
171,A disk is a two-dimensional object.,False,False,good,,,,,,
172,And it's easier to study these objects if you can split apart the disks so that you can study each complication one at a time.,False,False,good,,,,,,
173,"All right, how can you split apart disks?",False,False,good,,,,,,
174,"Well, let me start with lines.",False,False,good,,,,,,
175,"If I have two lines and they're on the plane and they intersect, if I move one a little bit, I'm not going to be able to take it off the other.",False,False,good,,,,,,
176,But I can take it off if I allow myself to go into space.,False,False,good,,,,,,
177,The reason is that three is greater than one plus one.,False,False,good,,,,,,
178,"Each line is a one-dimensional object and one plus one is two, but I have one extra dimension.",False,False,good,,,,,,
179,And that's why I can do it.,False,False,good,,,,,,
180,"Similarly, if I'm interested in separating disks, each disk is a two-dimensional object and two plus two is four, so I need one extra dimension.",False,False,good,,,,,,
181,"So in dimensions five and higher, I can separate disks.",False,False,good,,,,,,
182,And that just makes topological objects easier to study.,False,False,good,,,,,,
183,This is called the Whitney trick and it led to the classification of smooth manifolds in higher dimensions back in the 60s.,False,False,good,,,,,,
184,And this is the problem with dimension four.,False,False,good,,,,,,
185,"You can't, in dimension four, you haven't got the space to separate two disks.",False,False,good,,,,,,
186,That's right.,False,False,good,,,,,,
187,We don't have the geometric methods from lower dimensions and we don't have the trick about separating disks.,False,False,good,,,,,,
188,And that makes dimension four the hardest to wrap our heads around.,False,False,good,,,,,,
189,"To give you an example of something that's unique to dimension four, instead of looking at exotic spheres, let's look at exotic hyperspaces.",False,False,good,,,,,,
190,"Remember, we had the line and then the plane and then the space.",False,False,good,,,,,,
191,"And in end dimensions, we have the hyperspace.",False,False,good,,,,,,
192,So could you have an exotic hyperspace?,False,False,good,,,,,,
193,"Something that looks like a plane or a space and you can deform it into the ordinary one, but only by making corners.",False,False,good,,,,,,
194,Here are the numbers of hyperspaces in each dimension.,False,False,good,,,,,,
195,"In any dimension except four, there is just one.",False,False,good,,,,,,
196,There's just a standard one and there are no exotic hyperspaces.,False,False,good,,,,,,
197,"But in dimension four, we have infinitely many.",False,False,good,,,,,,
198,"In fact, it's more than infinitely many.",False,False,good,,,,,,
199,It's uncountably many.,False,False,good,,,,,,
200,"It's not the kind of infinity that you can count, one, two, three and so on.",False,False,good,,,,,,
201,It's as many exotic hyperspaces as there are real numbers.,False,False,good,,,,,,
202,And this doesn't happen in any other dimensions.,False,False,good,,,,,,
203,"If you have exotic objects in some other dimensions, you know that there are always finitely many of them.",False,False,good,,,,,,
204,"There's finitely many exotic spheres, so as I showed you that list of numbers.",False,False,good,,,,,,
205,"But in dimension four, you can have infinitely many exotic objects.",False,False,good,,,,,,
206,"And yeah, that's what makes dimension four so fascinating.",False,False,good,,,,,,
207,Does this mean dimension four is something that you should be spending more time on because it's so special?,False,False,good,,,,,,
208,Or is this a sign that maybe this is a bit of an aberration that you should leave alone?,False,False,good,,,,,,
209,It's a place where you shouldn't play.,False,False,good,,,,,,
210,That depends on your own perspective.,False,False,good,,,,,,
211,There are mathematicians who work on the other dimensions.,False,False,good,,,,,,
212,And there are mathematicians that work on dimension four.,False,False,good,,,,,,
213,I'm in the latter category.,False,False,good,,,,,,
214,"Because quite often when I speak to number theorists, and they talk to me about prime numbers, and they're showing me some interesting property of prime numbers, they very often discard two.",False,False,good,,,,,,
215,"They say, we're not going to use two because that's an aberration.",False,False,good,,,,,,
216,And it ruins everything.,False,False,good,,,,,,
217,It ruins all our laws and principles on that.,False,False,good,,,,,,
218,And they just throw it aside.,False,False,good,,,,,,
219,It sounds like the fourth dimension is your equivalent.,False,False,good,,,,,,
220,That's pretty much it.,False,False,good,,,,,,
221,"In many theorems, you say this is happening in all dimensions except four.",False,False,good,,,,,,
222,And we understand what's happening.,False,False,good,,,,,,
223,And we just don't know what's happening in dimension four.,False,False,good,,,,,,
224,But I find that interesting and worthy of study.,False,False,good,,,,,,
